person activity tbody_acceleration_meanx tbody_acceleration_meany tbody_acceleration_meanz tbody_acceleration_stdx tbody_acceleration_stdy tbody_acceleration_stdz tgravity_acceleration_meanx tgravity_acceleration_meany tgravity_acceleration_meanz tgravity_acceleration_stdx tgravity_acceleration_stdy tgravity_acceleration_stdz tbody_acceleration_jerk_signal_meanx tbody_acceleration_jerk_signal_meany tbody_acceleration_jerk_signal_meanz tbody_acceleration_jerk_signal_stdx tbody_acceleration_jerk_signal_stdy tbody_acceleration_jerk_signal_stdz tbody_gyro_angular_velocity_meanx tbody_gyro_angular_velocity_meany tbody_gyro_angular_velocity_meanz tbody_gyro_angular_velocity_stdx tbody_gyro_angular_velocity_stdy tbody_gyro_angular_velocity_stdz tbody_gyro_angular_velocity_jerk_signal_meanx tbody_gyro_angular_velocity_jerk_signal_meany tbody_gyro_angular_velocity_jerk_signal_meanz tbody_gyro_angular_velocity_jerk_signal_stdx tbody_gyro_angular_velocity_jerk_signal_stdy tbody_gyro_angular_velocity_jerk_signal_stdz tbody_acceleration_magnitude_mean tbody_acceleration_magnitude_std tgravity_acceleration_magnitude_mean tgravity_acceleration_magnitude_std tbody_acceleration_jerk_signal_magnitude_mean tbody_acceleration_jerk_signal_magnitude_std tbody_gyro_angular_velocity_magnitude_mean tbody_gyro_angular_velocity_magnitude_std tbody_gyro_angular_velocity_jerk_signal_magnitude_mean tbody_gyro_angular_velocity_jerk_signal_magnitude_std fbody_acceleration_meanx fbody_acceleration_meany fbody_acceleration_meanz fbody_acceleration_stdx fbody_acceleration_stdy fbody_acceleration_stdz fbody_acceleration_jerk_signal_meanx fbody_acceleration_jerk_signal_meany fbody_acceleration_jerk_signal_meanz fbody_acceleration_jerk_signal_stdx fbody_acceleration_jerk_signal_stdy fbody_acceleration_jerk_signal_stdz fbody_gyro_angular_velocity_meanx fbody_gyro_angular_velocity_meany fbody_gyro_angular_velocity_meanz fbody_gyro_angular_velocity_stdx fbody_gyro_angular_velocity_stdy fbody_gyro_angular_velocity_stdz fbody_acceleration_magnitude_mean fbody_acceleration_magnitude_std fbody_bodyacceleration_jerk_signal_magnitude_mean fbody_bodyacceleration_jerk_signal_magnitude_std fbody_bodygyro_angular_velocity_magnitude_mean fbody_bodygyro_angular_velocity_magnitude_std fbody_bodygyro_angular_velocity_jerk_signal_magnitude_mean fbody_bodygyro_angular_velocity_jerk_signal_magnitude_std
16 LAYING 2.7422716e-01 -1.6610351e-02 -1.0731049e-01 -9.7369143e-01 -9.4306115e-01 -9.6549028e-01 -2.0678374e-01 -1.9927023e-02 8.9388447e-01 -9.6376198e-01 -9.6608710e-01 -9.6788600e-01 7.8396027e-02 1.3280505e-02 -1.5410509e-03 -9.8841672e-01 -9.8486729e-01 -9.8764413e-01 -1.6154541e-02 -1.1367506e-01 9.6621035e-02 -9.7701077e-01 -9.7074751e-01 -9.8478148e-01 -1.0220957e-01 -3.4773533e-02 -5.7679044e-02 -9.8583546e-01 -9.8904658e-01 -9.9446516e-01 -9.6183463e-01 -9.5789593e-01 -9.6183463e-01 -9.5789593e-01 -9.8834966e-01 -9.8789100e-01 -9.5177710e-01 -9.5902004e-01 -9.9083953e-01 -9.8821243e-01 -9.8021319e-01 -9.6363558e-01 -9.7458007e-01 -9.7140908e-01 -9.3708364e-01 -9.6252437e-01 -9.8858005e-01 -9.8475293e-01 -9.8554495e-01 -9.8928736e-01 -9.8621501e-01 -9.8834890e-01 -9.7589241e-01 -9.7609292e-01 -9.8595779e-01 -9.7750958e-01 -9.6813525e-01 -9.8573100e-01 -9.6802052e-01 -9.5811190e-01 -9.8751453e-01 -9.8724716e-01 -9.7024964e-01 -9.5897508e-01 -9.8869528e-01 -9.8805840e-01
16 SITTING 2.8076857e-01 -1.0249794e-02 -8.9140404e-02 -9.8682561e-01 -9.5160787e-01 -9.3967225e-01 9.4245738e-01 -8.6588254e-02 8.9268220e-02 -9.8015824e-01 -9.6802321e-01 -9.4581356e-01 7.3434672e-02 9.8564289e-03 -1.1503058e-02 -9.9086113e-01 -9.8180097e-01 -9.8348721e-01 -4.1201404e-02 -5.7452543e-02 7.9573631e-02 -9.8103737e-01 -9.5833660e-01 -9.6028783e-01 -9.5720452e-02 -4.5036928e-02 -5.8837127e-02 -9.8958328e-01 -9.9062179e-01 -9.8836432e-01 -9.6187968e-01 -9.4105124e-01 -9.6187968e-01 -9.4105124e-01 -9.8747270e-01 -9.8361533e-01 -9.4641738e-01 -9.3794240e-01 -9.9244461e-01 -9.8826125e-01 -9.8704383e-01 -9.6145669e-01 -9.5955223e-01 -9.8689242e-01 -9.4982926e-01 -9.3465215e-01 -9.9096425e-01 -9.8175217e-01 -9.8117804e-01 -9.9156787e-01 -9.8323077e-01 -9.8436247e-01 -9.7863286e-01 -9.6679600e-01 -9.6005826e-01 -9.8205786e-01 -9.5434375e-01 -9.6427005e-01 -9.5833548e-01 -9.4258825e-01 -9.8396864e-01 -9.8219055e-01 -9.5406099e-01 -9.3886322e-01 -9.8936314e-01 -9.8750635e-01
16 STANDING 2.8349740e-01 -1.6599967e-02 -1.0365773e-01 -9.8907681e-01 -9.6029827e-01 -9.5346896e-01 9.4158775e-01 -5.7886704e-02 -1.6673747e-01 -9.8535969e-01 -9.8055244e-01 -9.5956283e-01 7.3643891e-02 1.2076795e-02 -4.7631056e-03 -9.9102650e-01 -9.8262195e-01 -9.8807383e-01 -2.9933729e-02 -6.8667733e-02 8.6734271e-02 -9.7340011e-01 -9.8011028e-01 -9.8235701e-01 -1.0010733e-01 -4.2498224e-02 -5.4433529e-02 -9.8710232e-01 -9.9258944e-01 -9.9269852e-01 -9.6994883e-01 -9.5729449e-01 -9.6994883e-01 -9.5729449e-01 -9.8920523e-01 -9.8676155e-01 -9.7252818e-01 -9.6410577e-01 -9.9284858e-01 -9.9080943e-01 -9.8942767e-01 -9.6931402e-01 -9.6999950e-01 -9.8910062e-01 -9.5817431e-01 -9.4854027e-01 -9.9103864e-01 -9.8242540e-01 -9.8609189e-01 -9.9184715e-01 -9.8423646e-01 -9.8865796e-01 -9.7315735e-01 -9.8359424e-01 -9.8363927e-01 -9.7392689e-01 -9.7840242e-01 -9.8352740e-01 -9.7108256e-01 -9.5717357e-01 -9.8650269e-01 -9.8591272e-01 -9.7544863e-01 -9.6357474e-01 -9.9117243e-01 -9.9067280e-01
16 WALKING 2.7602356e-01 -2.0428693e-02 -1.0880405e-01 -4.0469252e-01 -3.1456976e-01 -1.5979979e-01 9.2598133e-01 -6.6824647e-02 -2.1735119e-01 -9.8246960e-01 -9.7378484e-01 -9.6138725e-01 7.7022377e-02 9.6844468e-03 3.6080328e-03 -3.9622374e-01 -4.2556386e-01 -4.4025822e-01 -1.5172191e-02 -6.9595569e-02 8.1865074e-02 -6.5417185e-01 -6.1259363e-01 -3.6548953e-01 -1.1091735e-01 -4.3387684e-02 -5.3298667e-02 -6.7588972e-01 -7.1223775e-01 -5.7126478e-01 -2.5876669e-01 -4.7180927e-01 -2.5876669e-01 -4.7180927e-01 -3.6314448e-01 -4.0338656e-01 -4.8593193e-01 -6.6507840e-01 -6.7154183e-01 -7.2280844e-01 -3.9479043e-01 -3.2150067e-01 -2.4436305e-01 -4.0907049e-01 -3.5437068e-01 -1.8050132e-01 -4.4140618e-01 -4.5427082e-01 -4.2233239e-01 -4.0288412e-01 -4.3361266e-01 -4.5663628e-01 -5.9574649e-01 -6.1973193e-01 -4.3288531e-01 -6.7374114e-01 -6.1194088e-01 -4.0321979e-01 -4.1046324e-01 -5.9215099e-01 -3.7827849e-01 -4.4144775e-01 -6.6922854e-01 -7.2113700e-01 -7.2068229e-01 -7.4572685e-01
16 WALKING_DOWNSTAIRS 2.9558680e-01 -1.8389858e-02 -1.1987371e-01 2.0725200e-01 -1.4699384e-01 1.1435394e-02 9.1781843e-01 -5.8483268e-02 -2.2538250e-01 -9.5778512e-01 -9.5548779e-01 -9.1058894e-01 9.0785706e-02 -1.4811453e-02 -2.9312256e-02 -1.0118693e-01 -2.6168475e-01 -3.0338158e-01 -2.2537337e-02 -6.8264793e-02 8.3538006e-02 -4.5418847e-01 -5.2832930e-01 -4.4463633e-01 -1.0390404e-01 -5.6768663e-02 -6.1213693e-02 -6.2367602e-01 -5.8342178e-01 -5.4063347e-01 1.9107979e-01 1.1918374e-01 1.9107979e-01 1.1918374e-01 -1.6590881e-01 -7.8349888e-02 -3.0982043e-01 -4.2231532e-01 -5.9089664e-01 -5.9582221e-01 3.6826353e-02 -1.3459835e-01 -4.7694264e-02 2.6611549e-01 -2.0868059e-01 -3.7971624e-02 -1.5544488e-01 -2.8995786e-01 -2.4197408e-01 -1.2568282e-01 -2.8150741e-01 -3.6402670e-01 -4.2084401e-01 -4.7951298e-01 -3.7500063e-01 -4.7037350e-01 -5.6521403e-01 -5.2110082e-01 1.1403209e-01 -5.3413718e-02 -7.4565908e-02 -9.1962337e-02 -4.8825394e-01 -4.7993985e-01 -5.8966315e-01 -6.3347980e-01
16 WALKING_UPSTAIRS 2.5598610e-01 -1.4365495e-02 -1.2407452e-01 -3.9708383e-01 -1.6373275e-01 -1.2928383e-01 8.2687428e-01 -8.0592603e-02 -3.7905970e-01 -9.4841355e-01 -9.3365746e-01 -9.0764956e-01 7.6252668e-02 1.7372933e-02 3.8053359e-02 -5.2108914e-01 -4.2562594e-01 -5.9341113e-01 7.1840888e-02 -4.8613679e-02 -7.7928802e-03 -5.0808717e-01 -5.8638289e-01 -3.6502517e-01 -1.4090829e-01 -2.9621130e-02 -3.5416300e-02 -7.0726417e-01 -7.7471907e-01 -7.1710102e-01 -2.3399033e-01 -3.3479508e-01 -2.3399033e-01 -3.3479508e-01 -4.8321905e-01 -4.9306713e-01 -3.0826057e-01 -5.1818965e-01 -7.3770516e-01 -7.9729323e-01 -4.7498401e-01 -2.6806381e-01 -3.3585304e-01 -3.6963614e-01 -1.6632424e-01 -9.4561233e-02 -5.4608886e-01 -4.6860521e-01 -5.6522084e-01 -5.3807309e-01 -4.1712701e-01 -6.2012359e-01 -5.3239972e-01 -6.4201806e-01 -4.9242749e-01 -5.0989603e-01 -5.5960060e-01 -3.8730949e-01 -3.7064974e-01 -4.1892426e-01 -4.7559772e-01 -5.1993124e-01 -6.3054668e-01 -5.3248672e-01 -7.8783363e-01 -8.2531433e-01
17 LAYING 2.6978009e-01 -1.6846201e-02 -1.0700628e-01 -9.7296057e-01 -9.4479288e-01 -9.5347670e-01 -1.9913309e-01 6.5879207e-01 7.2265750e-01 -9.6106322e-01 -9.6146668e-01 -9.5716457e-01 7.7908975e-02 7.0686710e-03 -1.4354254e-04 -9.8148902e-01 -9.7696054e-01 -9.8281300e-01 -2.3475647e-02 -9.4458019e-02 1.1144049e-01 -9.7589306e-01 -9.7148434e-01 -9.7620077e-01 -1.0204976e-01 -3.6196114e-02 -6.0492705e-02 -9.8079237e-01 -9.8313560e-01 -9.8822171e-01 -9.5302141e-01 -9.4825799e-01 -9.5302141e-01 -9.4825799e-01 -9.8160763e-01 -9.8012675e-01 -9.6073312e-01 -9.5932550e-01 -9.8554241e-01 -9.8203812e-01 -9.7435928e-01 -9.5464810e-01 -9.6540609e-01 -9.7243853e-01 -9.4279162e-01 -9.5011696e-01 -9.8147207e-01 -9.7721239e-01 -9.8038006e-01 -9.8321324e-01 -9.7834392e-01 -9.8385416e-01 -9.7194921e-01 -9.7366910e-01 -9.7616485e-01 -9.7720350e-01 -9.7062781e-01 -9.7835713e-01 -9.6104633e-01 -9.4904253e-01 -9.7968732e-01 -9.7965723e-01 -9.6901444e-01 -9.6002384e-01 -9.8276553e-01 -9.8198344e-01
17 SITTING 2.7735702e-01 -1.4156274e-02 -1.1362409e-01 -9.9444391e-01 -9.6185863e-01 -9.6572920e-01 9.4488375e-01 -2.8146732e-03 -1.3580388e-01 -9.9019662e-01 -9.6672011e-01 -9.5661064e-01 7.5070986e-02 5.6097105e-03 -1.5544842e-03 -9.9434060e-01 -9.8863700e-01 -9.9052926e-01 -4.2549159e-02 -6.6924593e-02 8.6005380e-02 -9.8963833e-01 -9.8612868e-01 -9.7970523e-01 -9.4247697e-02 -4.1113420e-02 -5.1090324e-02 -9.9525594e-01 -9.9498188e-01 -9.9384126e-01 -9.7274735e-01 -9.6506519e-01 -9.7274735e-01 -9.6506519e-01 -9.9281472e-01 -9.9144650e-01 -9.6717774e-01 -9.7541025e-01 -9.9633479e-01 -9.9444676e-01 -9.9396938e-01 -9.6992799e-01 -9.7484160e-01 -9.9465731e-01 -9.5978914e-01 -9.6292107e-01 -9.9454262e-01 -9.8832742e-01 -9.8882807e-01 -9.9461316e-01 -9.8991581e-01 -9.9081825e-01 -9.8841107e-01 -9.8879398e-01 -9.8161710e-01 -9.9004126e-01 -9.8481310e-01 -9.8096965e-01 -9.7362675e-01 -9.6539968e-01 -9.9142725e-01 -9.9031963e-01 -9.8336929e-01 -9.7471085e-01 -9.9520456e-01 -9.9362452e-01
17 STANDING 2.7794250e-01 -1.7412006e-02 -1.1143215e-01 -9.9116392e-01 -9.6817666e-01 -9.7046268e-01 9.0467855e-01 -2.5748682e-01 -2.0268776e-01 -9.8575137e-01 -9.7581048e-01 -9.6917176e-01 7.4086496e-02 6.5785345e-03 -4.0359959e-03 -9.9209401e-01 -9.8666126e-01 -9.9121703e-01 -2.6957694e-02 -7.7063213e-02 8.8056187e-02 -9.8137308e-01 -9.8512116e-01 -9.8553836e-01 -1.0128917e-01 -4.0451875e-02 -5.4633133e-02 -9.8925720e-01 -9.9369991e-01 -9.9232710e-01 -9.7763598e-01 -9.7537731e-01 -9.7763598e-01 -9.7537731e-01 -9.9174275e-01 -9.9036325e-01 -9.7818458e-01 -9.7768084e-01 -9.9367297e-01 -9.9237212e-01 -9.9092753e-01 -9.7417057e-01 -9.8023158e-01 -9.9131853e-01 -9.6642732e-01 -9.6699900e-01 -9.9212923e-01 -9.8627834e-01 -9.8956363e-01 -9.9277538e-01 -9.8820035e-01 -9.9145038e-01 -9.8069626e-01 -9.8733404e-01 -9.8595498e-01 -9.8179132e-01 -9.8394658e-01 -9.8672527e-01 -9.8096775e-01 -9.7550484e-01 -9.9016280e-01 -9.8947209e-01 -9.8429113e-01 -9.7726342e-01 -9.9272394e-01 -9.9217730e-01
17 WALKING 2.7234186e-01 -1.8487540e-02 -1.0979212e-01 -3.1950017e-01 -1.7579789e-02 -2.6582449e-01 9.2811237e-01 -1.7992738e-01 -1.9026595e-01 -9.8098335e-01 -9.6861320e-01 -9.5690325e-01 7.7318858e-02 1.3009855e-02 2.4375333e-02 -3.5549264e-01 -9.3538503e-02 -5.3430331e-01 -9.2226552e-03 -8.3977334e-02 7.5713266e-02 -4.7981351e-01 -4.5493290e-01 -3.8604444e-01 -1.0995924e-01 -3.7925133e-02 -5.1380717e-02 -4.3129615e-01 -5.6020349e-01 -5.2442289e-01 -1.5115149e-01 -4.6183787e-01 -1.5115149e-01 -4.6183787e-01 -3.0109327e-01 -2.7567279e-01 -3.3500984e-01 -5.2249476e-01 -5.1716744e-01 -5.3970849e-01 -3.6099167e-01 -6.5026762e-02 -3.8283280e-01 -3.0480627e-01 -5.5613793e-02 -2.6239159e-01 -4.2344609e-01 -1.9423272e-01 -5.2342706e-01 -3.4386613e-01 -4.7037938e-02 -5.4387300e-01 -4.0771671e-01 -4.9016629e-01 -3.9880922e-01 -5.0484929e-01 -4.3923879e-01 -4.3876870e-01 -4.2938004e-01 -5.6516251e-01 -3.3593889e-01 -2.1123186e-01 -5.1861806e-01 -6.1532008e-01 -5.8271186e-01 -5.2038548e-01
17 WALKING_DOWNSTAIRS 2.9391828e-01 -1.6735940e-02 -8.9243275e-02 1.8771976e-01 -6.0789204e-02 -2.3106416e-01 9.2881758e-01 -1.5107706e-01 -1.6096299e-01 -9.5002624e-01 -9.4657668e-01 -9.0109777e-01 1.1825086e-01 -1.1382618e-02 -9.3983808e-03 -1.0343647e-01 -3.0406353e-01 -5.3633157e-01 6.7772839e-02 -1.2351720e-01 1.6287875e-02 -3.7043687e-01 -4.5928199e-01 -4.6846298e-01 -1.0777003e-01 -3.8170237e-02 -5.8251885e-02 -5.2680183e-01 -5.7214473e-01 -5.4277065e-01 1.4895110e-01 9.1407676e-02 1.4895110e-01 9.1407676e-02 -2.2163169e-01 -2.0657668e-01 -2.3264176e-01 -3.5268728e-01 -5.4032579e-01 -5.9231949e-01 -2.2623917e-02 -1.3027251e-01 -3.1808186e-01 2.5894168e-01 -8.6052736e-02 -2.4541354e-01 -2.1509205e-01 -3.5126840e-01 -4.9866846e-01 -7.1876703e-02 -2.9893114e-01 -5.7304371e-01 -3.1641296e-01 -4.5112687e-01 -4.0338039e-01 -3.9319473e-01 -4.6939043e-01 -5.4094952e-01 5.8068052e-02 -6.1887677e-02 -1.8868040e-01 -2.3653852e-01 -4.0943876e-01 -4.2886869e-01 -5.7734888e-01 -6.4339920e-01
17 WALKING_UPSTAIRS 2.5260477e-01 -2.2864561e-02 -1.2129044e-01 -6.2952754e-02 -1.3172101e-02 -2.3022095e-01 8.5353057e-01 -2.8415375e-01 -2.9817146e-01 -9.4946037e-01 -9.1597347e-01 -9.3015984e-01 7.6804417e-02 3.0835651e-02 7.5953385e-03 -2.9266583e-01 -3.4979187e-01 -6.5743084e-01 -3.0425057e-02 -5.4845594e-02 5.6093136e-02 -4.9656273e-01 -4.9304413e-01 -2.3440235e-01 -1.4265540e-01 -4.1449633e-02 -2.2348209e-02 -6.0604434e-01 -6.7672285e-01 -6.1058620e-01 -1.2806228e-02 -1.0287773e-01 -1.2806228e-02 -1.0287773e-01 -3.5723390e-01 -3.9091245e-01 -2.3519125e-01 -4.4083726e-01 -6.3736749e-01 -6.8231163e-01 -1.3975222e-01 -1.1751974e-01 -3.9992349e-01 -3.5538117e-02 -2.5278174e-02 -2.0481571e-01 -3.6027223e-01 -3.7705193e-01 -6.3301771e-01 -2.8721904e-01 -3.6511426e-01 -6.8032577e-01 -4.1622302e-01 -5.2143542e-01 -3.2427371e-01 -5.2446839e-01 -4.8115412e-01 -2.7789147e-01 -1.5030564e-01 -2.1739317e-01 -3.6029985e-01 -4.3738311e-01 -5.0406696e-01 -4.9644458e-01 -6.6900876e-01 -7.2415574e-01
18 LAYING 2.7469158e-01 -1.7393768e-02 -1.0769893e-01 -9.8452765e-01 -9.8616092e-01 -9.8765866e-01 -2.2060051e-01 7.1975540e-01 6.0549532e-01 -9.8271599e-01 -9.9409352e-01 -9.9095725e-01 7.4998501e-02 1.1701896e-02 -1.2134481e-03 -9.8592107e-01 -9.8555434e-01 -9.9066025e-01 -2.5176181e-02 -8.3758731e-02 9.3778195e-02 -9.9287260e-01 -9.8420287e-01 -9.8510839e-01 -9.9715424e-02 -3.9344019e-02 -5.9313599e-02 -9.9610444e-01 -9.9054764e-01 -9.9254810e-01 -9.8645624e-01 -9.8646454e-01 -9.8645624e-01 -9.8646454e-01 -9.8832154e-01 -9.8952628e-01 -9.8074085e-01 -9.8056088e-01 -9.9309512e-01 -9.9215305e-01 -9.8517997e-01 -9.8490988e-01 -9.8860691e-01 -9.8432186e-01 -9.8674645e-01 -9.8722480e-01 -9.8640471e-01 -9.8586533e-01 -9.8911687e-01 -9.8664125e-01 -9.8621070e-01 -9.9074475e-01 -9.9243693e-01 -9.8561117e-01 -9.8499929e-01 -9.9301937e-01 -9.8345777e-01 -9.8648305e-01 -9.8678841e-01 -9.8764848e-01 -9.8854842e-01 -9.8971066e-01 -9.8432909e-01 -9.8146884e-01 -9.9190101e-01 -9.9273796e-01
18 SITTING 2.7727002e-01 -1.2869128e-02 -1.1190478e-01 -9.9434799e-01 -9.7492813e-01 -9.7757272e-01 9.0981647e-01 1.2988648e-01 1.6187742e-01 -9.9404377e-01 -9.8403548e-01 -9.7834018e-01 7.6622889e-02 6.9456029e-03 2.7875704e-03 -9.9162466e-01 -9.8400272e-01 -9.9015312e-01 -3.3305703e-02 -6.8579634e-02 8.4814051e-02 -9.9195696e-01 -9.8675334e-01 -9.8152550e-01 -9.5472323e-02 -3.9712559e-02 -5.2303040e-02 -9.9417019e-01 -9.9422416e-01 -9.9281433e-01 -9.8367415e-01 -9.8159529e-01 -9.8367415e-01 -9.8159529e-01 -9.8986957e-01 -9.9115935e-01 -9.7763499e-01 -9.8137268e-01 -9.9487344e-01 -9.9486891e-01 -9.9314492e-01 -9.7653853e-01 -9.8299644e-01 -9.9490657e-01 -9.7498007e-01 -9.7572212e-01 -9.9192471e-01 -9.8364239e-01 -9.8868967e-01 -9.9203906e-01 -9.8569474e-01 -9.9014168e-01 -9.8996150e-01 -9.8870270e-01 -9.8302739e-01 -9.9257540e-01 -9.8571009e-01 -9.8279728e-01 -9.8478147e-01 -9.8222615e-01 -9.9040708e-01 -9.9104430e-01 -9.8653524e-01 -9.8125263e-01 -9.9480819e-01 -9.9496762e-01
18 STANDING 2.7845881e-01 -1.6635352e-02 -1.0845336e-01 -9.9201976e-01 -9.5422344e-01 -9.6187391e-01 9.4757324e-01 -2.0420632e-01 -4.8576711e-02 -9.9427008e-01 -9.8133594e-01 -9.7604429e-01 7.5353948e-02 1.0469872e-02 -1.8164048e-03 -9.8943667e-01 -9.7527784e-01 -9.8845525e-01 -2.6587325e-02 -7.3226013e-02 8.4319068e-02 -9.6225425e-01 -9.8041713e-01 -9.7282040e-01 -9.8717402e-02 -4.0657341e-02 -5.3238445e-02 -9.8197097e-01 -9.9115197e-01 -9.8625902e-01 -9.7260750e-01 -9.7228555e-01 -9.7260750e-01 -9.7228555e-01 -9.8596529e-01 -9.8601529e-01 -9.6300679e-01 -9.5979712e-01 -9.8868595e-01 -9.8851967e-01 -9.9040992e-01 -9.6123914e-01 -9.7577281e-01 -9.9278907e-01 -9.5291199e-01 -9.5721618e-01 -9.8954497e-01 -9.7524369e-01 -9.8626565e-01 -9.9028793e-01 -9.7717903e-01 -9.8927584e-01 -9.6442893e-01 -9.8356116e-01 -9.7429441e-01 -9.6227271e-01 -9.7880185e-01 -9.7482259e-01 -9.7679765e-01 -9.7326485e-01 -9.8498707e-01 -9.8627736e-01 -9.7235259e-01 -9.5911346e-01 -9.8896067e-01 -9.8840747e-01
18 WALKING 2.7388776e-01 -1.7802363e-02 -1.0421832e-01 -3.7600552e-01 -2.2700587e-01 -4.2834806e-01 9.2386525e-01 -2.5431709e-01 -6.0931342e-02 -9.8301088e-01 -9.7531166e-01 -9.7248385e-01 7.6752428e-02 2.8274548e-02 1.0685091e-02 -3.6805691e-01 -3.2015876e-01 -6.3332586e-01 -3.9939972e-02 -6.1372736e-02 9.4471839e-02 -7.0443978e-01 -4.9643154e-01 -5.1141720e-01 -9.6643530e-02 -4.3377113e-02 -5.0263157e-02 -5.7813397e-01 -6.9492579e-01 -6.6325958e-01 -2.8790808e-01 -4.6034647e-01 -2.8790808e-01 -4.6034647e-01 -3.7926926e-01 -4.2541866e-01 -5.0047115e-01 -6.0851009e-01 -6.3648590e-01 -7.2659178e-01 -3.7147516e-01 -2.4360627e-01 -4.8977105e-01 -3.7806820e-01 -2.6727364e-01 -4.3986158e-01 -4.1479715e-01 -3.6190855e-01 -6.0114725e-01 -3.7599280e-01 -3.2026411e-01 -6.6432715e-01 -6.0967343e-01 -5.7089815e-01 -5.3815234e-01 -7.3490139e-01 -4.6089066e-01 -5.4840977e-01 -4.2438673e-01 -5.6556306e-01 -4.1403775e-01 -4.4445349e-01 -6.2033139e-01 -6.6890815e-01 -7.1059631e-01 -7.6940839e-01
18 WALKING_DOWNSTAIRS 2.8843947e-01 -1.6866692e-02 -1.0339081e-01 -3.0263457e-01 -2.5421405e-01 -4.1861013e-01 9.3227748e-01 -2.2580913e-01 -4.9363673e-02 -9.6040487e-01 -9.3296222e-01 -9.2166175e-01 8.0904405e-02 -7.5706945e-04 -1.4176992e-02 -3.8722393e-01 -4.4703387e-01 -6.5124666e-01 -5.7654866e-02 -6.3621434e-02 9.8747168e-02 -5.0247303e-01 -6.1723079e-01 -4.8365826e-01 -8.3656657e-02 -5.0912026e-02 -5.7059181e-02 -6.7671618e-01 -7.5260862e-01 -6.0565541e-01 -2.9353197e-01 -2.2993425e-01 -2.9353197e-01 -2.2993425e-01 -4.6651604e-01 -3.8251733e-01 -3.8102281e-01 -5.0799548e-01 -7.0166307e-01 -7.4415952e-01 -3.5008679e-01 -3.0904961e-01 -5.0582436e-01 -2.8553587e-01 -2.7379816e-01 -4.1825865e-01 -4.1272829e-01 -4.6598267e-01 -6.2213590e-01 -4.1605050e-01 -4.6454605e-01 -6.7875108e-01 -4.8923227e-01 -6.4152760e-01 -4.4703070e-01 -5.1394709e-01 -6.0775798e-01 -5.4399611e-01 -2.4197353e-01 -3.4429943e-01 -3.8339871e-01 -3.8656507e-01 -6.0473541e-01 -5.3384493e-01 -7.4423605e-01 -7.6343080e-01
18 WALKING_UPSTAIRS 2.6540120e-01 -2.2206068e-02 -1.1265589e-01 -3.8016829e-01 -2.1115512e-01 -3.1437339e-01 8.8333026e-01 -3.1661995e-01 -1.0611255e-01 -9.6173881e-01 -9.4205688e-01 -9.0783972e-01 8.1240203e-02 2.1165469e-02 9.3589663e-03 -5.6320213e-01 -5.6794064e-01 -7.6082991e-01 -4.7068392e-02 -5.2613382e-02 9.0673648e-02 -5.9384150e-01 -5.0729700e-01 -4.3392221e-01 -8.9995304e-02 -5.2747261e-02 -6.9253621e-02 -7.6068903e-01 -8.2887217e-01 -7.1895176e-01 -2.7914631e-01 -3.7184157e-01 -2.7914631e-01 -3.7184157e-01 -6.0146395e-01 -5.7933032e-01 -3.6910860e-01 -5.2805813e-01 -7.8165269e-01 -8.3552513e-01 -4.6509726e-01 -3.6345074e-01 -5.2272838e-01 -3.5063984e-01 -1.9055064e-01 -2.6957139e-01 -5.8941059e-01 -5.7965029e-01 -7.3614927e-01 -5.7533125e-01 -5.8553143e-01 -7.8472843e-01 -5.9232371e-01 -6.4981727e-01 -5.0436410e-01 -6.0071130e-01 -4.4342984e-01 -4.6602243e-01 -4.3656106e-01 -4.3621893e-01 -5.7448140e-01 -5.8792608e-01 -6.5402909e-01 -5.3304464e-01 -8.2619316e-01 -8.6091099e-01
19 LAYING 2.7265373e-01 -1.7142686e-02 -1.0898146e-01 -9.6501958e-01 -9.7344997e-01 -9.8467284e-01 -6.8004316e-01 7.2564662e-01 6.8762385e-01 -9.5895961e-01 -9.8699315e-01 -9.8881903e-01 7.7231800e-02 1.1149573e-02 -9.8869086e-04 -9.8360522e-01 -9.7452452e-01 -9.8826018e-01 -3.1207273e-02 -9.5262801e-02 1.0860511e-01 -9.8135761e-01 -9.6361771e-01 -9.7319752e-01 -9.5601827e-02 -3.7147660e-02 -5.9916148e-02 -9.7610566e-01 -9.8460773e-01 -9.8695836e-01 -9.6626081e-01 -9.6319349e-01 -9.6626081e-01 -9.6319349e-01 -9.8478434e-01 -9.8066829e-01 -9.5326343e-01 -9.5590665e-01 -9.8534250e-01 -9.8024551e-01 -9.7453373e-01 -9.7279882e-01 -9.8534045e-01 -9.6208500e-01 -9.7483208e-01 -9.8474100e-01 -9.8347856e-01 -9.7487827e-01 -9.8650649e-01 -9.8527801e-01 -9.7596411e-01 -9.8855870e-01 -9.7419622e-01 -9.7206100e-01 -9.7393233e-01 -9.8394480e-01 -9.5983137e-01 -9.7541752e-01 -9.7195740e-01 -9.6405677e-01 -9.8062156e-01 -9.7945219e-01 -9.6562472e-01 -9.5749602e-01 -9.8189047e-01 -9.7932785e-01
